"","reserve","date","lizard_num","nymphal_propption","month_numeric","binned_prop","month_name","ppt","tmax","tmean","tmin","vpdmax","vpdmin","ppt_month","ppt_prior_month","region","location"
"25","Quail Ridge",2021-04-08,1,0.8,4,0,"April",0,22.5774002075195,13.5971994400024,4.61709976196289,19.8226985931396,0.52319997549057,3.8034999370575,44.7990992695558,"northern","inland"
"26","Quail Ridge",2021-04-08,2,0.7777777778,4,0,"April",0,22.5774002075195,13.5971994400024,4.61709976196289,19.8226985931396,0.52319997549057,3.8034999370575,44.7990992695558,"northern","inland"
"27","Quail Ridge",2021-04-08,3,0.7368421053,4,0,"April",0,22.5774002075195,13.5971994400024,4.61709976196289,19.8226985931396,0.52319997549057,3.8034999370575,44.7990992695558,"northern","inland"
"28","Quail Ridge",2021-04-08,4,0,4,0,"April",0,22.5774002075195,13.5971994400024,4.61709976196289,19.8226985931396,0.52319997549057,3.8034999370575,44.7990992695558,"northern","inland"
"29","Fort Ord",2021-04-10,1,0,4,0,"April",0,13.1535997390747,9.87839984893799,6.60329961776733,5.24659967422485,0.807500004768372,1.2652999162674,36.1705998778343,"central","coastal"
"30","Fort Ord",2021-04-10,2,0,4,0,"April",0,13.1535997390747,9.87839984893799,6.60329961776733,5.24659967422485,0.807500004768372,1.2652999162674,36.1705998778343,"central","coastal"
"31","Hastings",2021-04-10,1,1,4,0,"April",0,18.3502998352051,10.9327001571655,3.51529979705811,14.4722995758057,0.803299963474274,1.47359991073608,50.89389950037,"central","inland"
"32","Hastings",2021-04-10,2,0.3243243243,4,1,"April",0,18.3502998352051,10.9327001571655,3.51529979705811,14.4722995758057,0.803299963474274,1.47359991073608,50.89389950037,"central","inland"
"33","Hastings",2021-04-10,3,1,4,0,"April",0,18.3502998352051,10.9327001571655,3.51529979705811,14.4722995758057,0.803299963474274,1.47359991073608,50.89389950037,"central","inland"
"34","Hastings",2021-04-10,4,0,4,0,"April",0,18.3502998352051,10.9327001571655,3.51529979705811,14.4722995758057,0.803299963474274,1.47359991073608,50.89389950037,"central","inland"
"35","Hastings",2021-04-10,5,1,4,0,"April",0,18.3502998352051,10.9327001571655,3.51529979705811,14.4722995758057,0.803299963474274,1.47359991073608,50.89389950037,"central","inland"
"36","Hastings",2021-04-10,6,0,4,0,"April",0,18.3502998352051,10.9327001571655,3.51529979705811,14.4722995758057,0.803299963474274,1.47359991073608,50.89389950037,"central","inland"
"37","Hastings",2021-04-10,7,0.5,4,1,"April",0,18.3502998352051,10.9327001571655,3.51529979705811,14.4722995758057,0.803299963474274,1.47359991073608,50.89389950037,"central","inland"
"38","Rancho Marino",2021-04-11,1,0.4583333333,4,1,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"39","Rancho Marino",2021-04-11,2,0.75,4,0,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"40","Rancho Marino",2021-04-11,3,0.8181818182,4,0,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"41","Rancho Marino",2021-04-11,4,1,4,0,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"42","Rancho Marino",2021-04-11,5,0.3793103448,4,1,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"43","Rancho Marino",2021-04-11,6,0.7777777778,4,0,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"44","Rancho Marino",2021-04-11,7,0.8333333333,4,0,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"45","Rancho Marino",2021-04-11,8,0.4634146341,4,1,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"46","Rancho Marino",2021-04-11,9,0.75,4,0,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"47","Rancho Marino",2021-04-11,10,0.3333333333,4,1,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"48","Rancho Marino",2021-04-11,11,0.6666666667,4,1,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"49","Rancho Marino",2021-04-11,12,0.641025641,4,1,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"50","Rancho Marino",2021-04-11,13,0.7777777778,4,0,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"51","Rancho Marino",2021-04-11,14,0.4444444444,4,1,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"52","Rancho Marino",2021-04-11,15,0.6111111111,4,1,"April",0,14.3526992797852,9.33549976348877,4.31850004196167,4.34389972686768,0.143999993801117,0,32.2174990773201,"central","coastal"
"53","Big Creek",2021-04-12,1,1,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"54","Big Creek",2021-04-12,2,1,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"55","Big Creek",2021-04-12,3,1,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"56","Big Creek",2021-04-12,4,0,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"57","Big Creek",2021-04-12,5,0.3333333333,4,1,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"58","Big Creek",2021-04-12,6,0,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"59","Big Creek",2021-04-12,7,0,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"60","Big Creek",2021-04-12,8,0,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"61","Big Creek",2021-04-12,9,0,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"62","Big Creek",2021-04-12,10,1,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"63","Big Creek",2021-04-12,11,0,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"64","Big Creek",2021-04-12,12,1,4,0,"April",0,14.1205997467041,12.4362001419067,10.7519998550415,5.82690000534058,1.93789994716644,0.875,64.5374978482723,"central","coastal"
"65","Stunt Ranch",2021-04-14,1,0.6,4,1,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"66","Stunt Ranch",2021-04-14,2,1,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"67","Stunt Ranch",2021-04-14,3,1,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"68","Stunt Ranch",2021-04-14,4,0.6666666667,4,1,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"69","Stunt Ranch",2021-04-14,5,1,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"70","Stunt Ranch",2021-04-14,6,0.5,4,1,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"71","Stunt Ranch",2021-04-14,7,0.7142857143,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"72","Stunt Ranch",2021-04-14,8,0,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"73","Stunt Ranch",2021-04-14,9,1,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"74","Stunt Ranch",2021-04-14,10,1,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"75","Stunt Ranch",2021-04-14,11,0.6666666667,4,1,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"76","Stunt Ranch",2021-04-14,12,0.5,4,1,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"77","Stunt Ranch",2021-04-14,13,1,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"78","Stunt Ranch",2021-04-14,14,0.1428571429,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"79","Stunt Ranch",2021-04-14,15,1,4,0,"April",0,14.5808000564575,10.8541994094849,7.12769985198975,5.40889978408813,0.710599958896637,0,27.0947994589805,"southern","inland"
"80","Sedgwick",2021-04-15,1,0.4285714286,4,1,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"81","Sedgwick",2021-04-15,2,0.25,4,0,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"82","Sedgwick",2021-04-15,3,0.75,4,0,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"83","Sedgwick",2021-04-15,4,0,4,0,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"84","Sedgwick",2021-04-15,5,0.8571428571,4,0,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"85","Sedgwick",2021-04-15,6,0.8666666667,4,0,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"86","Sedgwick",2021-04-15,7,0,4,0,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"87","Sedgwick",2021-04-15,8,0.5714285714,4,1,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"88","Sedgwick",2021-04-15,9,0,4,0,"April",0,16.0970001220703,8.94040012359619,1.78380000591278,9.85299968719482,0.351999998092651,1.1402999162674,35.1180995106697,"southern","inland"
"89","Coal Oil Point",2021-04-16,1,0,4,0,"April",0,15.9682998657227,10.9893999099731,6.0105996131897,6.10459995269775,0.567099988460541,2.02319997549057,32.8756989093963,"southern","coastal"
"90","Santa Cruz Island",2021-04-17,1,0,4,0,"April",0,21.0546989440918,14.3330993652344,7.61169958114624,17.2880001068115,0.465299993753433,0,17.3459993600845,"southern","inland"
"91","Santa Cruz Island",2021-04-17,2,1,4,0,"April",0,21.0546989440918,14.3330993652344,7.61169958114624,17.2880001068115,0.465299993753433,0,17.3459993600845,"southern","inland"
"92","Santa Cruz Island",2021-04-17,3,1,4,0,"April",0,21.0546989440918,14.3330993652344,7.61169958114624,17.2880001068115,0.465299993753433,0,17.3459993600845,"southern","inland"
"93","McLaughlin",2021-05-05,1,0.5,5,1,"May",0,29.6961994171143,21.0076999664307,12.319299697876,33.456298828125,5.20160007476807,0,6.62619972229004,"northern","inland"
"94","McLaughlin",2021-05-05,2,0.5,5,1,"May",0,29.6961994171143,21.0076999664307,12.319299697876,33.456298828125,5.20160007476807,0,6.62619972229004,"northern","inland"
"95","McLaughlin",2021-05-05,3,1,5,0,"May",0,29.6961994171143,21.0076999664307,12.319299697876,33.456298828125,5.20160007476807,0,6.62619972229004,"northern","inland"
"96","McLaughlin",2021-05-05,4,0.7692307692,5,0,"May",0,29.6961994171143,21.0076999664307,12.319299697876,33.456298828125,5.20160007476807,0,6.62619972229004,"northern","inland"
"97","Quail Ridge",2021-05-06,1,0.6538461538,5,1,"May",0,35.5480995178223,22.9293994903564,10.3108997344971,48.4339981079102,1.84009993076324,0,3.8034999370575,"northern","inland"
"98","Quail Ridge",2021-05-06,2,0.3333333333,5,1,"May",0,35.5480995178223,22.9293994903564,10.3108997344971,48.4339981079102,1.84009993076324,0,3.8034999370575,"northern","inland"
"99","Fort Ord",2021-05-07,1,0.2222222222,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"100","Fort Ord",2021-05-08,2,0.6666666667,5,1,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"101","Fort Ord",2021-05-08,3,0,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"102","Fort Ord",2021-05-08,4,1,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"103","Fort Ord",2021-05-08,5,0.1428571429,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"104","Fort Ord",2021-05-08,6,0.09090909091,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"105","Fort Ord",2021-05-08,7,0,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"106","Fort Ord",2021-05-08,8,0.1666666667,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"107","Fort Ord",2021-05-08,9,0.1818181818,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"108","Fort Ord",2021-05-08,10,0.2857142857,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"109","Fort Ord",2021-05-08,11,0.3333333333,5,1,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"110","Fort Ord",2021-05-08,12,0,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"111","Fort Ord",2021-05-08,13,0,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"112","Fort Ord",2021-05-08,14,0,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"113","Fort Ord",2021-05-08,15,0.2222222222,5,0,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"114","Hastings",2021-05-09,1,0,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"115","Hastings",2021-05-09,2,0.5333333333,5,1,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"116","Hastings",2021-05-09,3,0,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"117","Hastings",2021-05-09,4,0,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"118","Hastings",2021-05-09,5,1,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"119","Hastings",2021-05-09,6,0,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"120","Hastings",2021-05-09,7,0.4615384615,5,1,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"121","Hastings",2021-05-09,8,0,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"122","Hastings",2021-05-09,9,0.6666666667,5,1,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"123","Hastings",2021-05-09,10,1,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"124","Hastings",2021-05-09,11,0,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"125","Hastings",2021-05-09,12,0.25,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"126","Hastings",2021-05-09,13,0.1111111111,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"127","Hastings",2021-05-09,14,0.0625,5,0,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"128","Hastings",2021-05-09,15,0.6666666667,5,1,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"129","Big Creek",2021-05-10,1,0,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"130","Big Creek",2021-05-10,2,0,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"131","Big Creek",2021-05-10,3,1,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"132","Big Creek",2021-05-10,4,1,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"133","Big Creek",2021-05-10,5,0.3333333333,5,1,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"134","Big Creek",2021-05-10,6,0.3333333333,5,1,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"135","Big Creek",2021-05-10,7,1,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"136","Big Creek",2021-05-10,8,0.4,5,1,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"137","Big Creek",2021-05-10,9,1,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"138","Big Creek",2021-05-10,10,0.7777777778,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"139","Big Creek",2021-05-10,11,1,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"140","Big Creek",2021-05-10,12,0.7142857143,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"141","Big Creek",2021-05-10,13,0,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"142","Big Creek",2021-05-10,14,0,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"143","Big Creek",2021-05-10,15,0,5,0,"May",0,21.6950988769531,17.0128993988037,12.3308000564575,17.4251003265381,4.541100025177,0,0.875,"central","coastal"
"144","Rancho Marino",2021-05-11,1,0.7647058824,5,0,"May",0,14.7982997894287,11.633599281311,8.46909999847412,3.11479997634888,0.0362999998033047,0.858299970626831,0,"central","coastal"
"145","Rancho Marino",2021-05-11,2,0.8333333333,5,0,"May",0,14.7982997894287,11.633599281311,8.46909999847412,3.11479997634888,0.0362999998033047,0.858299970626831,0,"central","coastal"
"146","Rancho Marino",2021-05-11,3,0.9,5,0,"May",0,14.7982997894287,11.633599281311,8.46909999847412,3.11479997634888,0.0362999998033047,0.858299970626831,0,"central","coastal"
"147","Rancho Marino",2021-05-11,4,0.5555555556,5,1,"May",0,14.7982997894287,11.633599281311,8.46909999847412,3.11479997634888,0.0362999998033047,0.858299970626831,0,"central","coastal"
"148","Rancho Marino",2021-05-11,5,0.2448979592,5,0,"May",0,14.7982997894287,11.633599281311,8.46909999847412,3.11479997634888,0.0362999998033047,0.858299970626831,0,"central","coastal"
"149","Rancho Marino",2021-05-11,6,0.5238095238,5,1,"May",0,14.7982997894287,11.633599281311,8.46909999847412,3.11479997634888,0.0362999998033047,0.858299970626831,0,"central","coastal"
"150","Rancho Marino",2021-05-11,7,0.1428571429,5,0,"May",0,14.7982997894287,11.633599281311,8.46909999847412,3.11479997634888,0.0362999998033047,0.858299970626831,0,"central","coastal"
"151","Rancho Marino",2021-05-11,8,0.4347826087,5,1,"May",0,14.7982997894287,11.633599281311,8.46909999847412,3.11479997634888,0.0362999998033047,0.858299970626831,0,"central","coastal"
