"","reserve","date","life_stage","count","month_numeric","month_name","ppt","tmax","tmean","tmin","vpdmax","vpdmin","ppt_month","ppt_prior_month","region","location"
"65","Quail Ridge",2021-04-08,"N",1,4,"April",0,22.5774002075195,13.5971994400024,4.61709976196289,19.8226985931396,0.52319997549057,3.8034999370575,44.7990992695558,"northern","inland"
"66","Fort Ord",2021-04-09,"N",5,4,"April",0,13.1535997390747,9.87839984893799,6.60329961776733,5.24659967422485,0.807500004768372,1.2652999162674,36.1705998778343,"central","coastal"
"67","Point Reyes",2021-04-09,"N",3,4,"April",0,17.1487998962402,11.4228992462158,5.69709968566895,10.3793001174927,0.453799992799759,2.94189999625086,56.481699223863,"northern","coastal"
"68","Hastings",2021-04-10,"N",2,4,"April",0,18.3502998352051,10.9327001571655,3.51529979705811,14.4722995758057,0.803299963474274,1.47359991073608,50.89389950037,"central","inland"
"69","Coal Oil Point",2021-04-16,"N",6,4,"April",0,15.9682998657227,10.9893999099731,6.0105996131897,6.10459995269775,0.567099988460541,2.02319997549057,32.8756989093963,"southern","coastal"
"70","McLaughlin",2021-05-05,"N",5,5,"May",0,29.6961994171143,21.0076999664307,12.319299697876,33.456298828125,5.20160007476807,0,6.62619972229004,"northern","inland"
"71","Quail Ridge",2021-05-06,"N",2,5,"May",0,35.5480995178223,22.9293994903564,10.3108997344971,48.4339981079102,1.84009993076324,0,3.8034999370575,"northern","inland"
"72","Point Reyes",2021-05-07,"N",3,5,"May",0,16.675199508667,11.7143001556396,6.75349998474121,7.43909978866577,0.341999977827072,0.393999993801117,2.94189999625086,"northern","coastal"
"73","Fort Ord",2021-05-08,"N",16,5,"May",0,15.023699760437,10.6568994522095,6.29019975662231,7.07379961013794,0.742500007152557,3.03689998388291,1.2652999162674,"central","coastal"
"74","Hastings",2021-05-09,"N",5,5,"May",0,24.934398651123,16.8918991088867,8.84959983825684,26.7840995788574,4.03719997406006,0,1.47359991073608,"central","inland"
"75","Sedgwick",2021-05-13,"N",1,5,"May",0,26.8193988800049,17.5137996673584,8.20829963684082,20.8088989257812,0.390699982643127,0,1.1402999162674,"southern","inland"
"76","McLaughlin",2021-06-02,"N",1,6,"June",0,37.5841979980469,27.9369983673096,18.2899990081787,57.4456977844238,11.0514001846313,0,0,"northern","inland"
"77","Quail Ridge",2021-06-03,"N",1,6,"June",0,36.0377998352051,25.1767997741699,14.315899848938,46.4693984985352,3.04690003395081,0,0,"northern","inland"
"78","Point Reyes",2021-06-04,"N",7,6,"June",0,24.4745998382568,17.3966999053955,10.3189001083374,16.6415004730225,0.869099974632263,4.558499827981,0.393999993801117,"northern","coastal"
"79","Fort Ord",2021-06-05,"N",10,6,"June",0,15.0677995681763,12.7378997802734,10.4081993103027,4.79759979248047,0.682900011539459,0.496099978685379,3.03689998388291,"central","coastal"
"80","Coal Oil Point",2021-06-10,"N",4,6,"June",0,22.3003997802734,16.2992992401123,10.2983999252319,17.8987998962402,3.35220003128052,1.42320001125335,1.95609998703003,"southern","coastal"
"81","Stunt Ranch",2021-06-11,"N",1,6,"June",0,23.8369998931885,17.4224987030029,11.0080995559692,24.1969985961914,5.83500003814697,1.80169999599457,0,"southern","inland"
